money,num,chance,purple_chance,odds,purple_odds,y
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.19
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.19
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.1991
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.2082
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.2173
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.2264
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.2355
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.24459999999999998
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.2537
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.2628
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.2719
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.28099999999999997
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.29009999999999997
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.29919999999999997
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.30829999999999996
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.31739999999999996
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.32649999999999996
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.33559999999999995
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.34469999999999995
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.35379999999999995
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.36289999999999994
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.37199999999999994
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.38109999999999994
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.39019999999999994
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.39929999999999993
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.40839999999999993
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.4174999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.4265999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.4356999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.4447999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.4538999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.4629999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.4720999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.4811999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.4902999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.4993999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.5085
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.5176
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.5267
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.5357999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.5448999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.5539999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.5630999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.5721999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.5812999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.5903999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.5994999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.6085999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.6176999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.6267999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.6358999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.6449999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.6540999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.6631999999999999
8,54,0.6813999999999999,0.11,0.7646707191459525,0.3527367603142898,0.6722999999999999
